kubectl exec -it iperf3-srw7b -- iperf3 -c  10.244.120.65  -f M -t 120
Connecting to host 10.244.120.65, port 5201
[  5] local 10.244.205.193 port 49300 connected to 10.244.120.65 port 5201
[  5]  55.00-56.00  sec   251 MBytes   251 MBytes/sec    0   1.92 MBytes       
[  5]  56.00-57.00  sec   248 MBytes   247 MBytes/sec    0   2.00 MBytes       
[  5]  57.00-58.00  sec   241 MBytes   241 MBytes/sec    0   2.09 MBytes       
[  5]  58.00-59.00  sec   249 MBytes   249 MBytes/sec  179   1.54 MBytes       
[  5]  59.00-60.00  sec   219 MBytes   219 MBytes/sec    1   1.69 MBytes       
[  5]  60.00-61.00  sec   235 MBytes   235 MBytes/sec    0   1.82 MBytes       
[  5]  61.00-62.00  sec   261 MBytes   261 MBytes/sec    0   1.93 MBytes       
[  5]  62.00-63.00  sec   216 MBytes   216 MBytes/sec    0   2.01 MBytes       
[  5]  63.00-64.00  sec   270 MBytes   270 MBytes/sec    0   2.07 MBytes       
[  5]  64.00-65.00  sec   248 MBytes   247 MBytes/sec    0   2.11 MBytes       
[  5]  65.00-66.00  sec   265 MBytes   265 MBytes/sec  281   1.56 MBytes       
[  5]  66.00-67.00  sec   256 MBytes   256 MBytes/sec    0   1.67 MBytes       
[  5]  67.00-68.00  sec   268 MBytes   267 MBytes/sec    0   1.79 MBytes       
[  5]  68.00-69.00  sec   259 MBytes   259 MBytes/sec    0   1.87 MBytes       
[  5]  69.00-70.00  sec   191 MBytes   191 MBytes/sec    0   1.94 MBytes       
[  5]  70.00-71.00  sec   188 MBytes   188 MBytes/sec   60   1.42 MBytes       
[  5]  71.00-72.00  sec   195 MBytes   195 MBytes/sec    0   1.57 MBytes       
[  5]  72.00-73.00  sec   230 MBytes   230 MBytes/sec    1   1.69 MBytes       
[  5]  73.00-74.00  sec   258 MBytes   258 MBytes/sec   76   1.26 MBytes       
[  5]  74.00-75.00  sec   242 MBytes   243 MBytes/sec    0   1.39 MBytes       
[  5]  75.00-76.00  sec   264 MBytes   264 MBytes/sec   41   1.08 MBytes       
[  5]  76.00-77.00  sec   258 MBytes   257 MBytes/sec    0   1.24 MBytes       
[  5]  77.00-78.00  sec   255 MBytes   255 MBytes/sec    0   1.38 MBytes       
[  5]  78.00-79.00  sec   256 MBytes   256 MBytes/sec    0   1.51 MBytes       
[  5]  79.00-80.00  sec   225 MBytes   225 MBytes/sec   96   1.17 MBytes       
[  5]  80.00-81.00  sec   208 MBytes   208 MBytes/sec    0   1.29 MBytes       
[  5]  81.00-82.00  sec   260 MBytes   260 MBytes/sec    0   1.42 MBytes       
[  5]  82.00-83.00  sec   245 MBytes   245 MBytes/sec    0   1.53 MBytes       
[  5]  83.00-84.00  sec   250 MBytes   250 MBytes/sec    0   1.65 MBytes       
[  5]  84.00-85.00  sec   216 MBytes   216 MBytes/sec    0   1.74 MBytes       
[  5]  85.00-86.00  sec   240 MBytes   240 MBytes/sec    0   1.83 MBytes       
[  5]  86.00-87.00  sec   198 MBytes   197 MBytes/sec    0   1.91 MBytes       
[  5]  87.00-88.00  sec   246 MBytes   246 MBytes/sec    0   2.00 MBytes       
[  5]  88.00-89.00  sec   222 MBytes   223 MBytes/sec    0   2.08 MBytes       
[  5]  89.00-90.00  sec   256 MBytes   256 MBytes/sec  264   1.51 MBytes       
[  5]  90.00-91.00  sec   215 MBytes   215 MBytes/sec    0   1.66 MBytes       
[  5]  91.00-92.00  sec   234 MBytes   234 MBytes/sec   29   1.28 MBytes       
[  5]  92.00-93.00  sec   231 MBytes   231 MBytes/sec    0   1.41 MBytes       
[  5]  93.00-94.00  sec   219 MBytes   219 MBytes/sec   52   1.10 MBytes       
[  5]  94.00-95.00  sec   225 MBytes   225 MBytes/sec    0   1.24 MBytes       
[  5]  95.00-96.00  sec   269 MBytes   269 MBytes/sec    0   1.39 MBytes       
[  5]  96.00-97.00  sec   231 MBytes   231 MBytes/sec    0   1.50 MBytes       
[  5]  97.00-98.00  sec   232 MBytes   232 MBytes/sec    0   1.61 MBytes       
[  5]  98.00-99.00  sec   258 MBytes   258 MBytes/sec    0   1.71 MBytes       
[  5]  99.00-100.00 sec   238 MBytes   238 MBytes/sec    0   1.81 MBytes       
[  5] 100.00-101.00 sec   220 MBytes   220 MBytes/sec    0   1.89 MBytes       
[  5] 101.00-102.00 sec   226 MBytes   226 MBytes/sec   76   1.44 MBytes       
[  5] 102.00-103.00 sec   250 MBytes   250 MBytes/sec    0   1.57 MBytes       
[  5] 103.00-104.00 sec   255 MBytes   255 MBytes/sec    0   1.69 MBytes       
[  5] 104.00-105.00 sec   254 MBytes   254 MBytes/sec   34   1.25 MBytes       
[  5] 105.00-106.00 sec   249 MBytes   249 MBytes/sec    0   1.39 MBytes       
[  5] 106.00-107.00 sec   225 MBytes   225 MBytes/sec   32   1.50 MBytes       
[  5] 107.00-108.00 sec   224 MBytes   224 MBytes/sec    0   1.60 MBytes       
[  5] 108.00-109.00 sec   241 MBytes   241 MBytes/sec    0   1.71 MBytes       
[  5] 109.00-110.00 sec   242 MBytes   242 MBytes/sec    0   1.80 MBytes       
[  5] 110.00-111.00 sec   218 MBytes   217 MBytes/sec    0   1.89 MBytes       
[  5] 111.00-112.00 sec   241 MBytes   241 MBytes/sec    0   1.98 MBytes       
[  5] 112.00-113.00 sec   236 MBytes   236 MBytes/sec    0   2.06 MBytes       
[  5] 113.00-114.00 sec   238 MBytes   238 MBytes/sec  123   1.56 MBytes       
[  5] 114.00-115.00 sec   229 MBytes   229 MBytes/sec    0   1.70 MBytes       
[  5] 115.00-116.00 sec   231 MBytes   231 MBytes/sec    0   1.82 MBytes       
[  5] 116.00-117.00 sec   249 MBytes   249 MBytes/sec    0   1.91 MBytes       
[  5] 117.00-118.00 sec   210 MBytes   210 MBytes/sec    0   1.98 MBytes       
[  5] 118.00-119.00 sec   256 MBytes   256 MBytes/sec   18   1.51 MBytes       
[  5] 119.00-120.00 sec   242 MBytes   243 MBytes/sec    0   1.62 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-120.00 sec  29.2 GBytes   249 MBytes/sec  3218             sender
[  5]   0.00-120.03 sec  29.2 GBytes   249 MBytes/sec                  receiver

